esp32_id,ts,temp,hum
,2026-04-27 10:29:54,23.6,49.7
,2026-04-27 10:30:00,23.6,49.8
,2026-04-27 10:30:05,23.6,50.6
,2026-04-27 10:30:11,23.6,50.5
,2026-04-27 10:30:16,23.6,50.6
,2026-04-27 10:30:22,23.6,50.7
,2026-04-27 10:30:27,23.6,50.5
,2026-04-27 10:30:33,23.6,50.5
,2026-04-27 10:30:38,23.6,50.3
,2026-04-27 10:30:44,23.7,50.3
,2026-04-27 10:30:49,23.7,50.2
,2026-04-27 10:30:55,23.7,49.9
,2026-04-27 10:31:01,23.7,49.7
,2026-04-27 10:31:07,23.7,49.5
,2026-04-27 10:31:12,23.6,49.6
,2026-04-27 10:31:17,23.6,49.6
,2026-04-27 10:31:23,23.6,49.6
,2026-04-27 10:31:29,23.6,49.5
,2026-04-27 10:31:34,23.6,49.5
,2026-04-27 10:31:40,23.6,49.4
,2026-04-27 10:31:45,23.6,49.4
,2026-04-27 10:31:51,23.5,49.5
,2026-04-27 10:31:56,23.5,49.7
,2026-04-27 10:32:02,23.5,49.6
,2026-04-27 10:32:07,23.5,49.7
,2026-04-27 10:32:13,23.4,49.6
,2026-04-27 10:32:18,23.4,49.7
,2026-04-27 10:32:24,23.4,49.8
,2026-04-27 10:32:29,23.3,50.0
,2026-04-27 10:32:35,23.3,49.9
,2026-04-27 10:32:40,23.3,49.9
,2026-04-27 10:32:46,23.3,50.2
,2026-04-27 10:32:52,23.3,50.3
,2026-04-27 10:32:57,23.3,50.4
,2026-04-27 10:33:03,23.3,51.3
,2026-04-27 10:33:08,23.3,51.2
,2026-04-27 10:33:14,23.3,51.2
,2026-04-27 10:33:19,23.3,51.0
,2026-04-27 10:33:25,23.3,50.7
,2026-04-27 10:33:30,23.2,50.4
,2026-04-27 10:33:36,23.2,50.3
,2026-04-27 10:33:42,23.2,50.3
,2026-04-27 10:33:47,23.2,50.4
,2026-04-27 10:33:53,23.2,50.4
,2026-04-27 10:33:58,23.2,50.3
,2026-04-27 10:34:04,23.1,50.2
,2026-04-27 10:34:09,23.1,50.2
,2026-04-27 10:34:15,23.1,50.2
,2026-04-27 10:34:21,23.1,50.3
,2026-04-27 10:34:26,23.0,50.7
,2026-04-27 10:34:32,23.0,50.8
,2026-04-27 10:34:37,23.0,50.6
,2026-04-27 10:34:43,23.0,50.7
,2026-04-27 10:34:48,23.0,50.6
,2026-04-27 10:34:54,22.9,50.5
,2026-04-27 10:35:00,22.9,50.6
,2026-04-27 10:35:05,22.9,50.7
,2026-04-27 10:35:11,22.8,50.8
,2026-04-27 10:35:17,22.8,50.8
,2026-04-27 10:35:22,22.7,50.8
,2026-04-27 10:35:28,22.7,50.9
,2026-04-27 10:35:34,22.6,51.0
,2026-04-27 10:35:39,22.6,51.2
,2026-04-27 10:35:50,22.6,51.2
,2026-04-27 10:35:56,22.5,51.3
,2026-04-27 10:36:01,22.5,51.5
,2026-04-27 10:36:07,22.4,51.6
,2026-04-27 10:36:13,22.4,51.6
,2026-04-27 10:36:18,22.4,51.7
,2026-04-27 10:36:24,22.3,51.9
,2026-04-27 10:36:30,22.3,51.9
,2026-04-27 10:36:35,22.3,52.0
,2026-04-27 10:36:41,22.2,52.0
,2026-04-27 10:36:47,22.2,52.1
,2026-04-27 10:36:53,22.2,52.1
,2026-04-27 10:36:58,22.2,52.2
,2026-04-27 10:37:04,22.1,52.2
,2026-04-27 10:37:10,22.1,52.3
,2026-04-27 10:37:15,22.1,52.3
,2026-04-27 10:37:21,22.1,52.5
,2026-04-27 10:37:26,22.0,52.4
,2026-04-27 10:37:32,22.0,52.5
,2026-04-27 10:37:37,22.0,52.5
,2026-04-27 10:37:43,22.0,52.6
,2026-04-27 10:37:49,22.0,52.7
,2026-04-27 10:37:54,22.0,52.7
,2026-04-27 10:38:00,21.9,52.8
,2026-04-27 10:38:05,21.9,52.8
,2026-04-27 10:38:11,21.9,53.0
,2026-04-27 10:38:16,21.9,53.0
,2026-04-27 10:38:22,21.9,53.0
,2026-04-27 10:38:27,21.8,53.0
,2026-04-27 10:38:33,21.8,53.1
,2026-04-27 10:38:38,21.8,53.2
,2026-04-27 10:38:44,21.8,53.2
,2026-04-27 10:38:49,21.8,53.2
,2026-04-27 10:38:55,21.8,53.2
,2026-04-27 10:39:01,21.8,53.3
,2026-04-27 10:39:06,21.8,53.3
,2026-04-27 10:39:12,21.7,53.3
,2026-04-27 10:39:17,21.8,53.4
,2026-04-27 10:39:23,21.8,53.4
,2026-04-27 10:39:29,21.7,53.4
,2026-04-27 10:39:34,21.7,53.5
,2026-04-27 10:39:40,21.7,53.5
,2026-04-27 10:39:45,21.7,53.5
,2026-04-27 10:39:51,21.7,53.6
,2026-04-27 10:39:56,21.7,53.6
,2026-04-27 10:40:02,21.7,53.6
,2026-04-27 10:40:07,21.7,53.7
,2026-04-27 10:40:13,21.7,53.7
,2026-04-27 10:40:19,21.6,53.8
,2026-04-27 10:40:24,21.6,53.8
,2026-04-27 10:40:30,21.6,53.9
,2026-04-27 10:40:35,21.6,53.8
,2026-04-27 10:40:41,21.6,53.8
,2026-04-27 10:40:46,21.6,53.9
,2026-04-27 10:40:52,21.6,53.9
,2026-04-27 10:40:57,21.6,53.9
,2026-04-27 10:41:03,21.6,53.8
,2026-04-27 10:41:08,21.6,54.0
,2026-04-27 10:41:14,21.6,54.1
,2026-04-27 10:41:19,21.6,54.0
,2026-04-27 10:41:25,21.6,53.9
,2026-04-27 10:41:31,21.6,54.0
,2026-04-27 10:41:36,21.5,54.0
,2026-04-27 10:41:42,21.6,54.1
,2026-04-27 10:41:47,21.5,54.0
,2026-04-27 10:41:53,21.5,54.1
,2026-04-27 10:41:59,21.5,54.1
,2026-04-27 10:42:04,21.5,54.2
,2026-04-27 10:42:10,21.5,54.1
,2026-04-27 10:42:16,21.5,54.2
,2026-04-27 10:42:22,21.5,54.2
,2026-04-27 10:42:27,21.5,54.3
,2026-04-27 10:42:33,21.5,54.2
,2026-04-27 10:42:38,21.5,54.2
,2026-04-27 10:42:44,21.5,54.3
,2026-04-27 10:42:49,21.5,54.2
,2026-04-27 10:42:54,21.5,54.3
,2026-04-27 10:43:00,21.5,54.4
,2026-04-27 10:43:06,21.5,54.3
,2026-04-27 10:43:11,21.5,54.4
,2026-04-27 10:43:17,21.5,54.4
,2026-04-27 10:43:22,21.5,54.5
,2026-04-27 10:43:28,21.5,54.5
,2026-04-27 10:43:33,21.5,54.6
,2026-04-27 10:43:39,21.5,54.6
,2026-04-27 10:43:44,21.5,54.6
,2026-04-27 10:43:50,21.5,54.6
,2026-04-27 10:43:55,21.5,54.7
,2026-04-27 10:44:01,21.5,54.8
,2026-04-27 10:44:07,21.5,54.8
,2026-04-27 10:44:12,21.5,54.7
,2026-04-27 10:44:18,21.5,54.7
,2026-04-27 10:44:23,21.5,54.8
,2026-04-27 10:44:29,21.5,54.7
,2026-04-27 10:44:34,21.4,54.7
,2026-04-27 10:44:40,21.5,54.7
,2026-04-27 10:44:45,21.5,54.8
,2026-04-27 10:44:51,21.4,54.7
,2026-04-27 10:44:56,21.4,54.6
,2026-04-27 10:45:02,21.4,54.6
,2026-04-27 10:45:07,21.4,54.6
,2026-04-27 10:45:13,21.4,54.5
,2026-04-27 10:45:18,21.4,54.6
,2026-04-27 10:45:24,21.4,54.6
,2026-04-27 10:45:30,21.4,54.6
,2026-04-27 10:45:35,21.5,54.7
,2026-04-27 10:45:41,21.4,54.6
,2026-04-27 10:45:46,21.4,54.7
,2026-04-27 10:45:52,21.4,54.7
,2026-04-27 10:45:58,21.4,54.7
,2026-04-27 10:46:03,21.5,54.8
,2026-04-27 10:46:09,21.4,54.8
,2026-04-27 10:46:14,21.4,54.8
,2026-04-27 10:46:20,21.5,54.9
,2026-04-27 10:46:25,21.4,54.9
,2026-04-27 10:46:31,21.5,54.9
,2026-04-27 10:46:36,21.5,54.9
,2026-04-27 10:46:42,21.5,54.9
,2026-04-27 10:46:48,21.5,55.0
,2026-04-27 10:46:53,21.5,55.0
,2026-04-27 10:46:59,21.5,54.9
,2026-04-27 10:47:04,21.5,55.0
,2026-04-27 10:47:10,21.4,55.0
,2026-04-27 10:47:15,21.5,55.0
,2026-04-27 10:47:21,21.5,55.1
,2026-04-27 10:47:27,21.5,55.0
,2026-04-27 10:47:32,21.4,55.0
,2026-04-27 10:47:38,21.4,55.0
,2026-04-27 10:47:43,21.5,55.0
,2026-04-27 10:47:49,21.5,55.0
,2026-04-27 10:47:55,21.5,55.0
,2026-04-27 10:48:00,21.5,55.1
,2026-04-27 10:48:06,21.5,55.1
,2026-04-27 10:48:11,21.5,55.1
,2026-04-27 10:48:16,21.5,55.2
,2026-04-27 10:48:22,21.5,55.2
,2026-04-27 10:48:27,21.5,55.2
,2026-04-27 10:48:33,21.5,55.2
,2026-04-27 10:48:38,21.5,55.2
,2026-04-27 10:48:44,21.5,55.2
,2026-04-27 10:48:50,21.5,55.2
,2026-04-27 10:48:56,21.5,55.2
,2026-04-27 10:49:01,21.5,55.2
,2026-04-27 10:49:07,21.5,55.2
,2026-04-27 10:49:13,21.5,55.2
,2026-04-27 10:49:18,21.5,55.2
,2026-04-27 10:49:24,21.5,55.2
,2026-04-27 10:49:29,21.5,55.1
,2026-04-27 10:49:35,21.5,55.2
,2026-04-27 10:49:41,21.5,55.1
,2026-04-27 10:49:46,21.5,55.2
,2026-04-27 10:49:52,21.5,55.1
,2026-04-27 10:49:57,21.5,55.1
,2026-04-27 10:50:03,21.5,55.1
,2026-04-27 10:50:08,21.5,55.1
,2026-04-27 10:50:13,21.5,55.1
,2026-04-27 10:50:19,21.5,55.1
,2026-04-27 10:50:25,21.5,55.2
,2026-04-27 10:50:30,21.5,55.2
,2026-04-27 10:50:36,21.5,55.2
,2026-04-27 10:50:41,21.5,55.2
,2026-04-27 10:50:47,21.5,55.2
,2026-04-27 10:50:52,21.5,55.3
,2026-04-27 10:50:58,21.5,55.2
,2026-04-27 10:51:03,21.5,55.3
,2026-04-27 10:51:09,21.5,55.3
,2026-04-27 10:51:14,21.5,55.4
,2026-04-27 10:51:20,21.5,55.3
,2026-04-27 10:51:25,21.5,55.3
,2026-04-27 10:51:31,21.5,55.3
,2026-04-27 10:51:36,21.6,55.3
,2026-04-27 10:51:42,21.6,55.3
,2026-04-27 10:51:47,21.6,55.3
,2026-04-27 10:51:53,21.6,55.4
,2026-04-27 10:51:58,21.6,55.5
,2026-04-27 10:52:04,21.7,55.5
,2026-04-27 10:52:11,21.7,55.5
,2026-04-27 10:52:16,21.7,55.3
,2026-04-27 10:52:22,21.7,55.2
,2026-04-27 10:52:27,21.7,55.1
,2026-04-27 10:52:33,21.7,55.1
,2026-04-27 10:52:38,21.7,55.1
,2026-04-27 10:52:44,21.7,55.0
,2026-04-27 10:52:49,21.7,55.0
,2026-04-27 10:52:55,21.7,55.0
,2026-04-27 10:53:01,21.8,55.1
,2026-04-27 10:53:06,21.8,55.3
,2026-04-27 10:53:12,21.8,55.3
,2026-04-27 10:53:17,21.8,55.4
,2026-04-27 10:53:23,21.8,55.4
,2026-04-27 10:53:28,21.8,55.3
,2026-04-27 10:53:34,21.9,55.3
,2026-04-27 10:53:39,21.9,55.3
,2026-04-27 10:53:46,21.9,55.2
,2026-04-27 10:53:51,21.9,55.3
,2026-04-27 10:53:57,21.9,55.1
,2026-04-27 10:54:02,22.0,55.0
,2026-04-27 10:54:08,22.0,54.9
,2026-04-27 10:54:14,22.0,54.8
,2026-04-27 10:54:19,22.0,54.8
,2026-04-27 10:54:24,22.0,54.8
,2026-04-27 10:54:30,22.0,54.8
,2026-04-27 10:54:35,22.0,54.9
,2026-04-27 10:54:41,22.0,54.9
,2026-04-27 10:54:46,22.0,54.9
,2026-04-27 10:54:52,22.0,54.8
,2026-04-27 10:54:58,22.0,54.8
,2026-04-27 10:55:03,22.1,54.8
,2026-04-27 10:55:09,22.1,55.0
,2026-04-27 10:55:14,22.1,55.1
,2026-04-27 10:55:20,22.1,55.2
,2026-04-27 10:55:26,22.1,55.2
,2026-04-27 10:55:31,22.2,55.1
,2026-04-27 10:55:37,22.2,55.0
,2026-04-27 10:55:42,22.2,54.9
,2026-04-27 10:55:48,22.2,54.6
,2026-04-27 10:55:53,22.2,54.6
,2026-04-27 10:55:59,22.2,54.4
,2026-04-27 10:56:04,22.2,54.5
,2026-04-27 10:56:10,22.2,54.3
,2026-04-27 10:56:15,22.2,54.3
,2026-04-27 10:56:21,22.2,54.3
,2026-04-27 10:56:26,22.2,54.4
,2026-04-27 10:56:32,22.2,54.3
,2026-04-27 10:56:38,22.2,54.2
,2026-04-27 10:56:43,22.2,54.2
,2026-04-27 10:56:49,22.2,54.2
,2026-04-27 10:56:54,22.2,54.3
,2026-04-27 10:57:00,22.3,54.3
,2026-04-27 10:57:06,22.3,54.4
,2026-04-27 10:57:11,22.3,54.4
,2026-04-27 10:57:17,22.2,54.4
,2026-04-27 10:57:22,22.3,54.3
,2026-04-27 10:57:28,22.3,54.3
,2026-04-27 10:57:33,22.3,54.4
,2026-04-27 10:57:39,22.3,54.6
,2026-04-27 10:57:44,22.3,54.8
,2026-04-27 10:57:50,22.4,54.9
,2026-04-27 10:57:55,22.4,54.8
,2026-04-27 10:58:01,22.4,54.8
,2026-04-27 10:58:06,22.4,55.1
,2026-04-27 10:58:12,22.5,55.2
,2026-04-27 10:58:17,22.5,55.3
,2026-04-27 10:58:23,22.5,55.3
,2026-04-27 10:58:28,22.6,55.3
,2026-04-27 10:58:34,22.7,56.4
,2026-04-27 10:58:39,22.6,56.7
,2026-04-27 10:58:45,22.7,56.3
,2026-04-27 10:58:50,22.7,56.0
,2026-04-27 10:58:56,22.8,55.6
,2026-04-27 10:59:02,22.8,55.0
,2026-04-27 10:59:07,22.7,54.7
,2026-04-27 10:59:13,22.7,54.2
,2026-04-27 10:59:18,22.7,54.0
,2026-04-27 10:59:24,22.7,53.8
,2026-04-27 10:59:29,22.7,53.7
,2026-04-27 10:59:35,22.6,53.6
,2026-04-27 10:59:40,22.6,53.6
,2026-04-27 10:59:46,22.6,53.5
,2026-04-27 10:59:52,22.6,53.5
,2026-04-27 10:59:57,22.6,53.6
,2026-04-27 11:00:02,22.5,53.6
,2026-04-27 11:00:08,22.5,53.7
,2026-04-27 11:00:14,22.5,53.8
,2026-04-27 11:00:19,22.5,53.8
,2026-04-27 11:00:25,22.5,53.9
,2026-04-27 11:00:30,22.4,54.0
,2026-04-27 11:00:35,22.4,54.0
,2026-04-27 11:00:41,22.4,54.0
,2026-04-27 11:00:47,22.4,54.0
,2026-04-27 11:00:52,22.4,54.1
,2026-04-27 11:00:58,22.4,54.1
,2026-04-27 11:01:03,22.3,54.1
,2026-04-27 11:01:09,22.3,54.4
,2026-04-27 11:01:14,22.3,54.4
,2026-04-27 11:01:20,22.3,54.4
,2026-04-27 11:01:25,22.3,54.4
,2026-04-27 11:01:31,22.3,54.5
,2026-04-27 11:01:36,22.2,54.6
,2026-04-27 11:01:42,22.2,54.7
,2026-04-27 11:01:47,22.2,54.8
,2026-04-27 11:01:53,22.2,54.7
,2026-04-27 11:01:58,22.2,54.7
,2026-04-27 11:02:04,22.2,54.7
,2026-04-27 11:02:09,22.2,54.8
,2026-04-27 11:02:15,22.2,54.8
,2026-04-27 11:02:21,22.1,54.8
,2026-04-27 11:02:26,22.1,54.9
,2026-04-27 11:02:32,22.1,54.8
,2026-04-27 11:02:37,22.1,54.9
,2026-04-27 11:02:43,22.1,55.0
,2026-04-27 11:02:48,22.1,55.0
,2026-04-27 11:02:54,22.1,55.0
,2026-04-27 11:02:59,22.1,55.0
,2026-04-27 11:03:05,22.1,55.0
,2026-04-27 11:03:10,22.1,55.1
,2026-04-27 11:03:16,22.0,55.1
,2026-04-27 11:03:22,22.0,55.1
,2026-04-27 11:03:27,22.0,55.1
,2026-04-27 11:03:33,22.0,55.1
,2026-04-27 11:03:39,22.0,55.2
,2026-04-27 11:03:44,22.0,55.2
,2026-04-27 11:03:49,22.0,55.2
,2026-04-27 11:03:55,22.0,55.2
,2026-04-27 11:04:01,22.0,55.2
,2026-04-27 11:04:06,22.0,55.3
,2026-04-27 11:04:12,22.0,55.3
,2026-04-27 11:04:17,22.0,55.3
,2026-04-27 11:04:23,22.0,55.4
,2026-04-27 11:04:29,22.0,55.4
,2026-04-27 11:04:35,22.0,55.3
,2026-04-27 11:04:40,22.0,55.3
,2026-04-27 11:04:45,22.0,55.3
,2026-04-27 11:04:51,21.9,55.4
,2026-04-27 11:04:56,22.0,55.8
,2026-04-27 11:05:02,22.0,55.8
,2026-04-27 11:05:07,22.0,55.7
,2026-04-27 11:05:13,22.0,55.6
,2026-04-27 11:05:19,22.0,55.5
,2026-04-27 11:05:24,22.0,55.6
,2026-04-27 11:05:30,22.0,55.6
,2026-04-27 11:05:35,22.0,55.5
,2026-04-27 11:05:41,22.0,55.3
,2026-04-27 11:05:46,22.0,55.4
,2026-04-27 11:05:52,22.0,55.4
,2026-04-27 11:05:57,21.9,55.4
,2026-04-27 11:06:03,21.9,55.5
,2026-04-27 11:06:09,21.9,55.4
,2026-04-27 11:06:15,21.9,55.5
,2026-04-27 11:06:20,21.9,55.5
,2026-04-27 11:06:26,21.9,55.6
,2026-04-27 11:06:31,21.9,55.6
,2026-04-27 11:06:37,21.9,55.6
,2026-04-27 11:06:42,21.9,55.6
,2026-04-27 11:06:48,21.9,55.7
,2026-04-27 11:06:53,21.9,55.7
,2026-04-27 11:06:59,21.9,55.6
,2026-04-27 11:07:04,21.9,55.7
,2026-04-27 11:07:10,21.9,55.7
,2026-04-27 11:07:15,21.9,55.8
,2026-04-27 11:07:21,21.9,55.7
,2026-04-27 11:07:26,21.9,55.8
,2026-04-27 11:07:32,21.9,55.8
,2026-04-27 11:07:37,21.9,55.8
,2026-04-27 11:07:43,21.9,55.8
,2026-04-27 11:07:48,21.9,55.8
,2026-04-27 11:07:54,21.8,55.8
,2026-04-27 11:07:59,21.8,55.9
,2026-04-27 11:08:05,21.9,55.9
,2026-04-27 11:08:11,21.9,55.9
,2026-04-27 11:08:16,21.8,56.1
,2026-04-27 11:08:22,21.8,56.1
,2026-04-27 11:08:27,21.9,56.1
,2026-04-27 11:08:33,21.9,56.1
,2026-04-27 11:08:38,21.8,56.2
,2026-04-27 11:08:44,21.9,56.2
,2026-04-27 11:08:49,21.9,56.5
,2026-04-27 11:08:55,21.9,56.8
,2026-04-27 11:09:00,21.9,56.8
,2026-04-27 11:09:06,22.0,56.6
,2026-04-27 11:09:11,22.0,56.4
,2026-04-27 11:09:17,22.0,56.3
,2026-04-27 11:09:23,22.0,56.1
,2026-04-27 11:09:28,22.0,56.0
,2026-04-27 11:09:34,21.9,56.0
,2026-04-27 11:09:39,22.0,56.0
,2026-04-27 11:09:45,22.0,56.0
,2026-04-27 11:09:50,21.9,56.0
,2026-04-27 11:09:56,21.9,56.0
,2026-04-27 11:10:02,21.9,56.1
,2026-04-27 11:10:08,21.9,56.1
,2026-04-27 11:10:13,21.9,56.2
,2026-04-27 11:10:19,21.9,56.2
,2026-04-27 11:10:24,21.9,56.2
,2026-04-27 11:10:30,21.9,56.2
,2026-04-27 11:10:35,21.8,56.2
,2026-04-27 11:10:41,21.8,56.2
,2026-04-27 11:10:46,21.8,56.3
,2026-04-27 11:10:52,21.8,56.3
,2026-04-27 11:10:57,21.8,56.3
,2026-04-27 11:11:03,21.8,56.4
,2026-04-27 11:11:08,21.8,56.4
,2026-04-27 11:11:14,21.8,56.4
,2026-04-27 11:11:19,21.7,56.4
,2026-04-27 11:11:25,21.8,56.3
,2026-04-27 11:11:30,21.7,56.3
,2026-04-27 11:11:36,21.7,56.4
,2026-04-27 11:11:41,21.7,56.4
,2026-04-27 11:11:47,21.7,56.4
,2026-04-27 11:11:53,21.7,56.5
,2026-04-27 11:11:58,21.7,56.5
,2026-04-27 11:12:03,21.7,56.6
,2026-04-27 11:12:09,21.7,56.6
,2026-04-27 11:12:14,21.7,56.6
,2026-04-27 11:12:20,21.7,56.6
,2026-04-27 11:12:25,21.7,56.6
,2026-04-27 11:12:31,21.7,56.8
,2026-04-27 11:12:36,21.6,56.8
,2026-04-27 11:12:42,21.7,56.8
,2026-04-27 11:12:47,21.7,56.8
,2026-04-27 11:12:53,21.7,56.8
,2026-04-27 11:12:58,21.7,56.9
,2026-04-27 11:13:04,21.7,56.9
,2026-04-27 11:13:09,21.6,56.9
,2026-04-27 11:13:15,21.6,56.8
,2026-04-27 11:13:22,21.6,56.8
,2026-04-27 11:13:27,21.6,56.9
